combatMissionID,combatant,timestampMissionStart,missionProfile,subFunc,idealQuantity,minQuantity,numAvailable,fullMissionCredit
3969,Blue,2750400.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
3970,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
3970,Red,0.0,airToAirAttack,AerialReconAir,2,0,0,0.0
3971,Blue,2750400.0,airToGroundBomb,AerialBomb,2,1,12,1.0
3972,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
3972,Red,0.0,airToAirAttack,AerialReconAir,2,0,0,0.0
3973,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
3973,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
3973,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
3974,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,13,0.0
3974,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
3974,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
3975,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
3976,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
3976,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
3976,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
3977,Blue,2754000.0,airToGroundAttack,AerialAttackGround,8,4,12,0.8571428571428571
3977,Blue,2754000.0,airToGroundAttack,AerialAttackAir,4,2,12,0.8571428571428571
3977,Blue,2754000.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
3978,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
3978,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
3979,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
3980,Blue,2754000.0,airToSeaAttack,AerialAttackWater,8,4,12,0.8571428571428571
3980,Blue,2754000.0,airToSeaAttack,AerialAttackAir,4,2,12,0.8571428571428571
3980,Blue,2754000.0,airToSeaAttack,AerialReconMarine,2,0,0,0.8571428571428571
3981,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
3981,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
3982,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,13,0.0
3982,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
3982,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
3983,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
3984,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
3984,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
3984,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
3985,Blue,2757600.0,airToGroundAttack,AerialAttackGround,8,4,10,0.8571428571428571
3985,Blue,2757600.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
3985,Blue,2757600.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
3986,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
3986,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
3987,Blue,2757600.0,airToGroundBomb,AerialBomb,2,1,10,1.0
3988,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
3988,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
3989,Blue,2757600.0,airToSeaAttack,AerialAttackWater,8,4,10,0.8571428571428571
3989,Blue,2757600.0,airToSeaAttack,AerialAttackAir,4,2,10,0.8571428571428571
3989,Blue,2757600.0,airToSeaAttack,AerialReconMarine,2,0,0,0.8571428571428571
3990,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
3990,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
3991,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,13,0.0
3991,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
3991,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
3992,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
3993,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
3993,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
3993,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
3994,Blue,2761200.0,airToGroundAttack,AerialAttackGround,8,4,14,0.8571428571428571
3994,Blue,2761200.0,airToGroundAttack,AerialAttackAir,4,2,22,0.8571428571428571
3994,Blue,2761200.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
3995,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
3995,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
3996,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
3997,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
3997,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
3997,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
3998,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,12,0.0
3998,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
3998,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
3999,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4000,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4000,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4000,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
4001,Blue,2764800.0,airToGroundAttack,AerialAttackGround,8,4,18,0.8571428571428571
4001,Blue,2764800.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
4001,Blue,2764800.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
4002,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4002,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
4003,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4004,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4004,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4004,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
4005,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,13,0.0
4005,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
4005,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
4006,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4007,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4007,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4007,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
4008,Blue,2768400.0,airToGroundAttack,AerialAttackGround,8,4,12,0.8571428571428571
4008,Blue,2768400.0,airToGroundAttack,AerialAttackAir,4,2,12,0.8571428571428571
4008,Blue,2768400.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
4009,Red,2774100.0,airToAirAttack,AerialAttackAir,8,4,14,0.8
4009,Red,2774100.0,airToAirAttack,AerialReconAir,2,0,0,0.8
4010,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4011,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4011,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4011,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
4012,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,12,0.0
4012,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
4012,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
4013,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4014,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4014,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4014,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
4015,Blue,2772000.0,airToGroundAttack,AerialAttackGround,8,4,10,0.8571428571428571
4015,Blue,2772000.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
4015,Blue,2772000.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
4017,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4018,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4018,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4018,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
4019,Red,2772000.0,airToGroundAttack,AerialAttackGround,8,4,12,0.8571428571428571
4019,Red,2772000.0,airToGroundAttack,AerialAttackAir,4,2,16,0.8571428571428571
4019,Red,2772000.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
4020,Blue,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4020,Blue,0.0,airToAirAttack,AerialReconAir,2,0,7,0.0
4021,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4022,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4022,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4022,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
4023,Blue,2775600.0,airToGroundAttack,AerialAttackGround,8,4,10,0.8571428571428571
4023,Blue,2775600.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
4023,Blue,2775600.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
4024,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4024,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
4025,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4026,Blue,2775600.0,airToSeaAttack,AerialAttackWater,8,4,10,0.8571428571428571
4026,Blue,2775600.0,airToSeaAttack,AerialAttackAir,4,2,10,0.8571428571428571
4026,Blue,2775600.0,airToSeaAttack,AerialReconMarine,2,0,0,0.8571428571428571
4027,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4027,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
4028,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,17,0.0
4028,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
4028,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
4029,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4030,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4030,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4030,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
4031,Blue,2779200.0,airToGroundAttack,AerialAttackGround,8,4,36,0.8571428571428571
4031,Blue,2779200.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
4031,Blue,2779200.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
4032,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4032,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
4033,Blue,2779200.0,airToGroundBomb,AerialBomb,2,1,11,1.0
4034,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4034,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
4035,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4035,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4035,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
4036,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,17,0.0
4036,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
4036,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
4037,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4038,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4038,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4038,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
4039,Blue,0.0,airToGroundAttack,AerialAttackGround,8,4,3,0.0
4039,Blue,0.0,airToGroundAttack,AerialAttackAir,4,2,15,0.0
4039,Blue,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
4040,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4041,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4041,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,15,0.0
4041,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
4042,Red,2782800.0,airToGroundAttack,AerialAttackGround,8,4,13,0.8571428571428571
4042,Red,2782800.0,airToGroundAttack,AerialAttackAir,4,2,19,0.8571428571428571
4042,Red,2782800.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
4044,Red,2782800.0,airToGroundBomb,AerialBomb,2,1,13,1.0
4046,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4046,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4046,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
4048,Blue,2784600.0,seaToGroundAttack,MarineAttackLarge,2,1,5,1.0
4048,Blue,2784600.0,seaToGroundAttack,MarineAttackSmall,2,1,2,1.0
4048,Blue,2784600.0,seaToGroundAttack,AerialReconMarine,2,0,3,1.0
4051,Blue,0.0,airToGroundAttack,AerialAttackGround,8,4,3,0.0
4051,Blue,0.0,airToGroundAttack,AerialAttackAir,4,2,15,0.0
4051,Blue,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
4052,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4053,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4053,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,15,0.0
4053,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
4054,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,14,0.0
4054,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
4054,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
4055,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4056,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4056,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4056,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
4057,Blue,2790000.0,airToGroundAttack,AerialAttackGround,8,4,10,0.8571428571428571
4057,Blue,2790000.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
4057,Blue,2790000.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
4058,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4058,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
4059,Blue,2790000.0,airToGroundBomb,AerialBomb,2,1,12,1.0
4060,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4060,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
4061,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4061,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,15,0.0
4061,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
4063,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,14,0.0
4063,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
4063,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
4064,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4065,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4065,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4065,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
4067,Blue,2793600.0,airToGroundAttack,AerialAttackGround,8,4,10,0.8571428571428571
4067,Blue,2793600.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
4067,Blue,2793600.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
4068,Red,2795220.0,airToAirAttack,AerialAttackAir,8,4,14,1.0
4068,Red,2795220.0,airToAirAttack,AerialReconAir,2,0,21,1.0
4069,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4070,Blue,2793600.0,airToSeaAttack,AerialAttackWater,8,4,10,0.8571428571428571
4070,Blue,2793600.0,airToSeaAttack,AerialAttackAir,4,2,25,0.8571428571428571
4070,Blue,2793600.0,airToSeaAttack,AerialReconMarine,2,0,0,0.8571428571428571
4071,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4071,Red,0.0,airToAirAttack,AerialReconAir,2,0,0,0.0
4072,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,14,0.0
4072,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
4072,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
4073,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4074,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4074,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4074,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
4075,Blue,2797200.0,airToGroundAttack,AerialAttackGround,8,4,12,0.8571428571428571
4075,Blue,2797200.0,airToGroundAttack,AerialAttackAir,4,2,12,0.8571428571428571
4075,Blue,2797200.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
4076,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4076,Red,0.0,airToAirAttack,AerialReconAir,2,0,0,0.0
4077,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4078,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4078,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4078,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
4080,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,14,0.0
4080,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
4080,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
4081,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4082,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4082,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4082,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
4084,Blue,0.0,airToGroundAttack,AerialAttackGround,8,4,3,0.0
4084,Blue,0.0,airToGroundAttack,AerialAttackAir,4,2,19,0.0
4084,Blue,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
4085,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4086,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4086,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4086,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
4087,Red,2800800.0,airToGroundAttack,AerialAttackGround,8,4,14,0.8571428571428571
4087,Red,2800800.0,airToGroundAttack,AerialAttackAir,4,2,15,0.8571428571428571
4087,Red,2800800.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
4088,Blue,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4088,Blue,0.0,airToAirAttack,AerialReconAir,2,0,7,0.0
4089,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4090,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4090,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4090,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
4091,Blue,2804400.0,airToGroundAttack,AerialAttackGround,8,4,10,0.8571428571428571
4091,Blue,2804400.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
4091,Blue,2804400.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
4092,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4092,Red,0.0,airToAirAttack,AerialReconAir,2,0,16,0.0
4093,Blue,2804400.0,airToGroundBomb,AerialBomb,2,1,13,1.0
4094,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4094,Red,0.0,airToAirAttack,AerialReconAir,2,0,16,0.0
4095,Blue,2804400.0,airToSeaAttack,AerialAttackWater,8,4,10,0.8571428571428571
4095,Blue,2804400.0,airToSeaAttack,AerialAttackAir,4,2,10,0.8571428571428571
4095,Blue,2804400.0,airToSeaAttack,AerialReconMarine,2,0,0,0.8571428571428571
4096,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4096,Red,0.0,airToAirAttack,AerialReconAir,2,0,16,0.0
4097,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,14,0.0
4097,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
4097,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
4098,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4099,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4099,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4099,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
4100,Blue,2808000.0,airToGroundAttack,AerialAttackGround,8,4,18,0.8571428571428571
4100,Blue,2808000.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
4100,Blue,2808000.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
4101,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4101,Red,0.0,airToAirAttack,AerialReconAir,2,0,16,0.0
4102,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4103,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4103,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4103,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
4104,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,17,0.0
4104,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
4104,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
4105,Red,2808000.0,airToGroundBomb,AerialBomb,2,1,12,1.0
4106,Blue,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4106,Blue,0.0,airToAirAttack,AerialReconAir,2,0,7,0.0
4107,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4107,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4107,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
4108,Blue,2811600.0,airToGroundAttack,AerialAttackGround,8,4,10,0.8571428571428571
4108,Blue,2811600.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
4108,Blue,2811600.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
4109,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4109,Red,0.0,airToAirAttack,AerialReconAir,2,0,16,0.0
4110,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4111,Blue,2811600.0,airToSeaAttack,AerialAttackWater,8,4,12,0.8571428571428571
4111,Blue,2811600.0,airToSeaAttack,AerialAttackAir,4,2,12,0.8571428571428571
4111,Blue,2811600.0,airToSeaAttack,AerialReconMarine,2,0,0,0.8571428571428571
4112,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4112,Red,0.0,airToAirAttack,AerialReconAir,2,0,16,0.0
4113,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,17,0.0
4113,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
4113,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
4114,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4115,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4115,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4115,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
4116,Blue,0.0,airToGroundAttack,AerialAttackGround,8,4,3,0.0
4116,Blue,0.0,airToGroundAttack,AerialAttackAir,4,2,15,0.0
4116,Blue,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
4117,Blue,2815200.0,airToGroundBomb,AerialBomb,2,1,9,1.0
4118,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4118,Red,0.0,airToAirAttack,AerialReconAir,2,0,16,0.0
4119,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4119,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4119,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
4120,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,14,0.0
4120,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
4120,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
4121,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4122,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4122,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4122,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
4123,Blue,2818800.0,airToGroundAttack,AerialAttackGround,8,4,10,0.8571428571428571
4123,Blue,2818800.0,airToGroundAttack,AerialAttackAir,4,2,25,0.8571428571428571
4123,Blue,2818800.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
4124,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4124,Red,0.0,airToAirAttack,AerialReconAir,2,0,16,0.0
4125,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4126,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4126,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4126,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
4127,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,17,0.0
4127,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
4127,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
4128,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4129,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4129,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4129,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
4130,Blue,0.0,airToGroundAttack,AerialAttackGround,8,4,3,0.0
4130,Blue,0.0,airToGroundAttack,AerialAttackAir,4,2,19,0.0
4130,Blue,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
4131,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
4132,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
4132,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
4132,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
4133,Red,2822400.0,airToGroundAttack,AerialAttackGround,8,4,14,0.8571428571428571
4133,Red,2822400.0,airToGroundAttack,AerialAttackAir,4,2,15,0.8571428571428571
4133,Red,2822400.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
4134,Blue,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
4134,Blue,0.0,airToAirAttack,AerialReconAir,2,0,7,0.0
