day,baseID,landLabel,location,team,forces,isPort,isShip,baseStatus,baseInventoryActual,baseInventoryBroker,fuelOutbound,fuelInboundPipeline,pipeline,pipelineStatus,reorderPoint,reorderQuantity,vehicleAirCount,vehicleGroundCount,vehicleSeaCount
"18","1931","A_China","(-102.65075955881292, 23.638331691159735)","Red","[Air_Force, Army]","N","N","Normal","186060.55","174582.53","1890.1138","0.0","N","N/A","175493.33","2297.0796","47","66","0"
"18","1935","A_China","(-88.47055719501587, 12.083469265109898)","Red","[Army, Air_Force]","N","N","Normal","2.3519946E7","2.3252E7","99704.61","0.0","N","N/A","2.3300352E7","130392.68","30","140","0"
"18","1952","A_China","(-104.0947031393848, 21.526385427658937)","Red","[Army, Air_Force]","N","N","Normal","2.5645064E7","2.7215274E7","111702.54","0.0","N","N/A","2.7273282E7","124937.17","7","240","0"
"18","1976","A_China","(-81.34282172315652, -5.196047604739007)","Red","[Air_Force, Marine_Corps]","N","N","Normal","1.4150475E7","1.5159101E7","74859.734","0.0","N","N/A","1.5199157E7","89779.02","23","58","0"
"18","1993","A_China","(-46.00215957783175, -6.132141357102299)","Red","[Air_Force, Army, Marine_Corps]","N","N","Normal","447892.56","439847.97","7217.255","0.0","N","N/A","443372.53","10038.013","4","114","0"
"18","2016","A_China","(-82.7304227295965, 8.09375)","Red","[Air_Force]","N","N","Normal","381043.28","387819.1","2734.5493","0.0","N","N/A","389214.9","3432.5508","26","0","0"
"18","2022","A_China","(-71.1317788292791, -11.937703897664846)","Red","[Air_Force, Army]","N","N","Normal","202643.02","192719.61","2599.388","0.0","N","N/A","193926.25","3385.6035","18","170","0"
"18","2025","A_China","(-60.62108588122635, -13.697072458791212)","Red","[Air_Force, Army, Marine_Corps]","N","N","Normal","0.0","0.0","101.1608","0.0","N","N/A","0.0","135.81584","23","126","0"
"18","2029","A_China","(-72.71141725674521, 5.99285285027473)","Red","[Air_Force, Army]","N","N","Normal","739527.0","786816.44","4935.292","0.0","N","N/A","789289.06","6968.374","27","120","0"
"18","2034","A_China","(-82.31733357305275, 11.358495020604394)","Red","[Air_Force]","N","N","Normal","403314.6","386005.62","3286.2085","0.0","N","N/A","387549.53","4198.504","24","0","0"
"18","2039","A_China","(-100.64731453062049, 17.213663289835168)","Red","[Army, Air_Force]","N","N","Normal","1.2431314E7","1.1323918E7","89535.18","1.3806218","Y","Disabled","1.1364509E7","122628.02","24","212","0"
"18","2054","A_China","(-54.65040350117506, -11.530241243131869)","Red","[Air_Force]","N","N","Repair","50173.57","48380.11","465.8422","12.607553","Y","Operational","77978.875","597.0433","33","0","0"
"18","2058","A_China","(-96.77174142160604, 4.896076579670321)","Red","[Air_Force, Army]","N","N","Normal","596961.44","557028.6","3970.314","0.0","N","N/A","558894.5","5662.4365","49","158","0"
"18","2069","A_China","(-100.29363282680686, 24.26119290865384)","Red","[Air_Force]","N","N","Normal","639331.6","690032.1","4238.714","0.0","N","N/A","692378.56","5651.8984","7","0","0"
"18","2078","A_China","(-85.32115207430411, 10.316706730769226)","Red","[Air_Force, Army]","N","N","Normal","3118487.8","3189395.0","390820.9","0.0","N","N/A","2170248.0","417076.6","51","188","0"
"18","2082","A_China","(-69.13875080118423, 7.166047819368131)","Red","[Air_Force, Army]","N","N","Repair","1550309.0","1659547.5","57839.027","0.0","N","N/A","340612.47","7468.1396","44","146","0"
"18","2090","A_China","(-104.46071717433769, 23.72044557005495)","Red","[Air_Force, Army, Marine_Corps]","N","N","Normal","395957.44","431639.12","3242.2383","23.80968","Y","Operational","433303.78","3963.3267","30","52","0"
"18","2123","A_China","(-108.86663310912893, 10.276635473901095)","Red","[Air_Force]","N","N","Normal","724770.0","793201.2","4319.7886","0.0","N","N/A","795492.94","5936.9146","52","0","0"
"18","2130","A_China","(-107.929290484602, 7.970767513736263)","Red","[Air_Force, Army]","N","N","Normal","1045156.9","1049084.9","6909.253","0.0","N","N/A","1052512.1","7665.7046","57","138","0"
"18","2133","A_China","(-71.70683953806007, -0.9598697201236206)","Red","[Air_Force]","N","N","Repair","250701.33","259589.03","2834.2363","0.0","N","N/A","261052.66","4112.23","18","0","0"
"18","2138","A_China","(-95.41089066887437, 1.0658160199175768)","Red","[Air_Force, Army]","N","N","Normal","8215917.5","7737896.0","9890.757","23.80968","Y","Operational","3233639.2","5265.2227","16","122","0"
"18","2145","A_China","(-45.21854088137894, -7.272144359546701)","Red","[Air_Force, Army]","N","N","Normal","0.0","0.0","2599.388","0.0","N","N/A","0.0","3263.5676","19","130","0"
"18","2148","A_China","(-57.130429930716645, -0.3155638307005546)","Red","[Air_Force, Army, Marine_Corps]","N","N","Repair","0.0","0.0","1889.3611","0.0","N","N/A","0.0","2249.805","19","100","0"
"18","2158","A_China","(-57.297519762544255, -3.4832535628434016)","Red","[Air_Force, Army]","N","N","Normal","1.1557714E7","1.2104256E7","172439.2","0.0","N","N/A","4578807.0","685801.75","20","3","0"
"18","2166","A_China","(-95.33631615492614, 3.355350703983504)","Red","[Army, Air_Force]","N","N","Normal","2.0335964E7","1.8737266E7","163739.66","0.0","N","N/A","1.8797746E7","335037.5","18","117","0"
"18","2181","A_China","(-106.35715779418722, 7.910714285714278)","Red","[Air_Force]","N","N","Repair","1094357.1","2268127.8","96192.5","10.152149","Y","Operational","2058626.2","430819.78","24","0","0"
"18","2185","A_China","(-107.70022869517611, 8.995042067307693)","Red","[Air_Force, Army, Marine_Corps]","N","N","Repair","758588.9","713966.8","202850.19","0.0","N","N/A","0.0","2778.0432","8","124","0"
"18","2202","A_China","(-54.05979279446176, 2.665461779530389)","Red","[Air_Force, Army]","N","N","Normal","4397082.0","4070613.8","3671.8481","0.0","N","N/A","2476116.2","5499.5522","20","94","0"
"18","2209","A_China","(-77.81320461291357, 7.026259872939548)","Red","[Air_Force, Army, Marine_Corps]","N","N","Repair","0.0","0.0","78.33305","0.0","N","N/A","0.0","109.42743","23","110","0"
"18","2212","A_China","(-49.19884557937064, -6.333630236950555)","Red","[Air_Force, Army]","N","N","Repair","0.0","0.0","3350.2559","0.0","N","N/A","0.0","4134.3555","28","0","0"
"18","2221","A_China","(-62.529098963420225, -12.77667839972527)","Red","[Army, Air_Force]","N","N","Repair","0.0","0.0","167.2702","17.898598","Y","Operational","0.0","215.06564","51","155","0"
"18","2226","A_China","(-94.74435546636553, 1.0166981456043942)","Red","[Air_Force, Marine_Corps]","N","N","Normal","1.2846081E7","1.411032E7","82066.445","0.0","N","N/A","1.4154539E7","103698.5","31","17","0"
"18","2248","A_China","(-57.68913789715846, -1.3412281078296644)","Red","[Army, Air_Force]","N","N","Normal","0.0","0.0","236.39209","22.916801","Y","Disabled","0.0","295.13043","58","130","0"
"18","2254","A_China","(-98.22259663807839, 14.91051038804946)","Red","[Air_Force, Army]","N","N","Repair","82396.875","80835.54","2316.0469","10.28443","Y","Operational","81713.695","3147.4395","54","88","0"
"18","2259","A_China","(-93.1623564068032, 2.420254550137358)","Red","[Air_Force]","N","N","Normal","207317.6","221723.4","60099.266","7.8125377","Y","Operational","284411.34","3641.796","23","0","0"
"18","2262","A_China","(-59.46640415166037, -2.015844994848905)","Red","[Air_Force, Army, Marine_Corps]","N","N","Normal","170746.61","179282.95","2487.7136","0.0","Y","Operational","180715.39","3597.504","23","165","0"
"18","2272","A_China","(-76.61653611006089, 10.52233395713128)","Red","[Air_Force]","N","N","Normal","187003.2","176568.75","1553.5275","0.0","N","N/A","177310.75","2146.9705","33","0","0"
"18","101191","D_Korea","(-39.96101379394531, -9.935514450073242)","Blue","[Army]","N","N","Normal","1689035.6","1631637.8","72586.37","23.80968","Y","Operational","301132.72","5142.2285","0","0","0"
"18","101201","D_Korea","(-42.102046966552734, -11.224141120910645)","Blue","[Army]","N","N","FOB","143021.95","148131.66","1041.4567","0.0","N","N/A","148666.69","1320.7065","0","0","0"
"18","101205","D_Korea","(-42.84074401855469, -9.857926368713379)","Blue","[Army]","N","N","FOB","131356.1","140809.25","1041.4567","0.0","N","N/A","141362.89","1216.5492","0","0","0"
"18","101209","D_Korea","(-43.29648208618164, -6.749720573425293)","Blue","[Army]","N","N","FOB","137587.42","147170.81","1041.4567","0.0","N","N/A","147723.33","1272.1836","0","0","0"
"19","301","WO_West_Blue","(122.76089515169087, -17.221529447115387)","Blue","[Army, Navy]","Y","N","Normal","0.0","0.0","629.05566","35.71452","Y","Operational","0.0","1623.2898","0","799","5"
"19","306","WO_West_Blue","(67.87244336390552, -49.31776109632555)","Blue","[Marine_Corps, Navy]","Y","N","Normal","635497.5","616420.56","5171.134","35.71452","Y","Operational","618077.0","14998.366","0","0","0"
"19","313","K_Philippines","(-61.110670247832985, 36.63238324175825)","Blue","[Marine_Corps, Navy]","Y","N","Normal","0.0","0.0","450464.12","0.0","N","N/A","0.0","2573964.0","267","2348","9"
"19","325","WO_West_Blue","(51.49190994689292, -25.487154447115387)","Blue","[Air_Force, Marine_Corps, Navy]","Y","N","Normal","2.9989518E7","3.0182678E7","226329.34","0.0","N","N/A","3.0257946E7","559323.6","0","0","0"
"19","352","WO_West_Blue","(64.85615643312784, 0.4673119848901024)","Blue","[Navy, Air_Force, Marine_Corps]","Y","N","Normal","7.5060792E7","7.3594464E7","2663343.8","0.0","N","N/A","7.36622E7","4817359.5","59","180","2"
"19","369","WO_West_Blue","(120.75757691368574, -13.634776356456044)","Blue","[Air_Force, Army, Navy, Marine_Corps]","Y","N","Repair","2350309.2","3922037.0","29091.617","35.71452","Y","Operational","3932323.8","70393.96","52","553","1"
"19","383","J_Kwaj","(-15.434316961833105, 12.802423162774716)","Blue","[Army, Air_Force, Navy]","Y","N","Normal","0.0","0.0","61.62765","0.0","N","N/A","0.0","132.43605","180","488","2"
"19","386","WO_West_Blue","(77.29387628189477, 2.775186727335168)","Blue","[Army, Navy]","Y","N","Normal","1.6848004E7","1.7571524E7","1167.195","0.0","N","N/A","1.7571524E7","2455.928","12","374","0"
"19","389","F_Okinawa","(-33.08136168889635, 27.68437714629121)","Blue","[Air_Force, Army, Navy, Marine_Corps]","Y","N","Normal","1.39429648E8","1.29174024E8","2798415.5","0.0","N","N/A","1.29917896E8","6623873.0","156","459","4"
"19","399","WO_West_Blue","(72.68004231015749, 0.9150283310439562)","Blue","[Navy, Army, Marine_Corps, Air_Force]","Y","N","Normal","0.0","0.0","5569.4863","0.0","N","N/A","0.0","14721.102","40","658","0"
"19","409","WO_West_Blue","(66.35936403140641, 2.6621415693681456)","Blue","[Army, Air_Force, Marine_Corps, Navy]","Y","N","Normal","1.3436368E7","1.2759031E7","2547.214","0.0","N","N/A","1.2760313E7","7052.656","44","321","0"
"19","414","WO_West_Blue","(117.19834460078135, 2.744848901098905)","Blue","[Air_Force, Marine_Corps, Navy]","Y","N","Normal","7531923.5","6891690.0","63481.9","0.0","N","N/A","6911063.5","135391.69","23","60","0"
"19","423","WO_West_Blue","(63.586286587413014, 2.9232593578296786)","Blue","[Air_Force, Army, Navy]","Y","N","Normal","1368996.0","1450631.6","27111.498","0.0","N","N/A","1463798.1","56110.633","26","343","0"
"19","434","L_Hawaii","(2.9742676794652425, -5.269563444368131)","Blue","[Navy, Air_Force, Marine_Corps]","Y","N","Normal","1.16622704E8","1.25637496E8","2244774.2","28.414513","Y","Disabled","1.26441272E8","6419252.0","66","409","0"
"19","464","WO_West_Blue","(59.68701595119643, 3.325409941620876)","Blue","[Navy, Army, Marine_Corps, Air_Force]","Y","N","Normal","0.0","0.0","1473.2828","0.0","N","N/A","0.0","3962.935","10","661","0"
"19","470","WO_West_Blue","(69.26317757294589, 2.805717719780219)","Blue","[Navy, Army, Marine_Corps, Air_Force]","Y","N","Normal","162184.52","150489.95","7990.752","0.0","N","N/A","152935.23","17217.238","9","801","0"
"19","476","WO_West_Blue","(57.37617173193138, 2.9331430288461604)","Blue","[Army, Air_Force, Marine_Corps, Navy]","Y","N","Normal","2.0268812E7","1.8953708E7","361571.94","0.0","N","N/A","1.927069E7","114517.63","68","812","0"
"19","481","H_Guam","(-16.190073327432543, 33.29222827953298)","Blue","[Air_Force, Navy]","Y","N","Normal","7.6313136E7","7.7783272E7","6918758.5","22.5117","Y","Disabled","8.1151656E7","1.541692E7","132","527","7"
"19","490","WO_West_Blue","(57.649082262544255, -4.381503262362642)","Blue","[Navy, Army, Air_Force, Marine_Corps]","Y","N","Normal","1.0414679E7","9694857.0","5514.893","0.0","N","N/A","9695513.0","433.3886","81","386","0"
"19","494","WO_West_Blue","(60.622534450921734, -5.892851777129124)","Blue","[Air_Force, Army, Navy]","Y","N","Normal","0.0","0.0","16709.729","0.0","N","N/A","0.0","43720.105","59","380","0"
"19","507","WO_West_Blue","(57.152126285709926, -0.3448231456043942)","Blue","[Air_Force, Army, Navy, Marine_Corps]","Y","N","Normal","0.0","0.0","9205.851","0.0","N","N/A","0.0","22420.756","30","591","3"
"19","545","C_Japan","(-49.599552147555244, 7.293558980082423)","Blue","[Marine_Corps, Navy]","Y","N","Normal","6.1808808E7","6.3036088E7","532332.5","26.661858","Y","Operational","6.3165192E7","1571064.5","0","0","2"
"19","555","D_Korea","(-35.410693696897994, -8.371301915011259)","Blue","[Navy, Air_Force]","Y","N","Normal","1.02519672E8","9.5538184E7","634495.4","233.13533","Y","Operational","9.5659528E7","578254.44","105","3825","7"
"19","584","WO_West_Blue","(59.3668396225695, -39.58002972141802)","Blue","[Air_Force]","N","N","Normal","501584.94","513427.06","3899.0818","0.0","N","N/A","514761.16","9016.811","0","0","0"
"19","587","WO_West_Blue","(72.48139462462257, -37.65923882253802)","Blue","[Air_Force, Army]","N","N","Normal","2758831.5","2794005.2","16309.588","0.0","N","N/A","2799468.8","41409.285","0","0","0"
"19","595","WO_West_Blue","(83.76001241835553, -1.6066760388049488)","Blue","[Air_Force]","N","N","Normal","310385.66","329475.56","3762.5845","0.0","N","N/A","330709.75","10831.129","9","0","0"
"19","601","WO_West_Blue","(63.362288904552116, -33.13257529751827)","Blue","[Air_Force, Marine_Corps]","N","N","Normal","2.7372854E7","2.943644E7","196811.53","0.0","N","N/A","2.9507588E7","431544.66","0","0","0"
"19","632","WO_West_Blue","(91.98299947458202, -10.179544518041098)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","0.0","0.0","1595.0833","35.71452","Y","Operational","0.0","3849.128","9","599","0"
"19","647","WO_West_Blue","(86.66110441800157, -17.933132530850514)","Blue","[Air_Force, Army]","N","N","Normal","526204.8","556369.8","5871.2305","0.0","N","N/A","558600.5","14903.184","8","316","0"
"19","656","WO_West_Blue","(89.70744437176319, 6.645559484235463)","Blue","[Air_Force]","N","N","Repair","427597.66","459210.12","4915.486","0.0","N","N/A","643956.75","16721.672","9","0","0"
"19","661","WO_West_Blue","(102.80501509807902, -4.907456751777232)","Blue","[Air_Force, Army]","N","N","Normal","210751.31","210000.62","5187.775","0.0","N","N/A","211863.47","11540.029","9","365","0"
"19","664","WO_West_Blue","(68.22418817216732, -43.827694285935635)","Blue","[Air_Force]","N","N","Normal","126016.5","121471.664","733.00604","0.0","N","N/A","121710.0","1505.978","0","0","0"
"19","669","WO_West_Blue","(66.53776843605704, -38.88460781468476)","Blue","[Air_Force]","N","N","Normal","217316.25","209116.52","1949.5409","0.0","N","N/A","209743.45","5176.244","0","0","0"
"19","671","WO_West_Blue","(57.11535531081756, -41.11240001014051)","Blue","[Air_Force]","N","N","Normal","632868.9","676494.6","4147.6333","0.0","N","N/A","677936.1","11453.196","0","0","0"
"19","678","WO_West_Blue","(79.13972534785592, -11.332469823058887)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","4083283.2","3707253.8","2578.6008","0.0","N","N/A","3707866.5","6712.4785","39","178","0"
"19","683","WO_West_Blue","(72.84219324487157, -35.22843200342632)","Blue","[Army, Air_Force]","N","N","Normal","1.4749081E7","1.5995559E7","113703.76","0.0","N","N/A","1.6036112E7","299533.53","0","0","0"
"19","699","WO_West_Blue","(118.37499093898788, -18.346846025068686)","Blue","[Air_Force, Army]","N","N","Normal","564117.44","525106.6","4675.9785","0.0","N","N/A","526661.0","11637.543","14","259","0"
"19","704","WO_West_Blue","(95.01910366015579, -2.0789008725271287)","Blue","[Air_Force]","N","N","Normal","548520.7","566576.44","4834.2725","0.0","N","N/A","567969.1","13623.63","8","0","0"
"19","709","WO_West_Blue","(67.73172149931457, -5.847782144228816)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","0.0","0.0","1015.7963","0.0","N","N/A","0.0","2325.0547","10","382","0"
"19","721","WO_West_Blue","(69.674944585443, -12.307297139022324)","Blue","[Air_Force, Army]","N","N","Normal","0.0","0.0","6228.2134","0.0","N","N/A","0.0","16556.85","12","593","0"
"19","728","WO_West_Blue","(88.60168008720461, -2.5473632077423645)","Blue","[Air_Force, Army]","N","N","Normal","0.0","0.0","954.052","35.71452","Y","Operational","0.0","2071.9053","40","533","0"
"19","732","WO_West_Blue","(85.39535675160982, -18.225979128863955)","Blue","[Air_Force, Army]","N","N","Normal","679011.0","738277.6","6254.3794","0.0","N","N/A","740332.4","15420.037","39","368","0"
"19","738","WO_West_Blue","(87.83594149735438, 2.1080348555151005)","Blue","[Air_Force, Marine_Corps]","N","N","Normal","1.0874349E7","1.0681727E7","77523.74","35.71452","Y","Operational","1.0707158E7","176284.8","6","47","0"
"19","752","WO_West_Blue","(51.803170018923225, -26.670254550137358)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","396931.6","415295.3","2984.8892","0.0","N","N/A","416329.84","8419.894","0","0","0"
"19","769","WO_West_Blue","(82.58915422450667, 1.3304374788437485)","Blue","[Air_Force]","N","N","Normal","36220.957","39929.434","1101.7499","0.0","N","N/A","40545.977","2069.7644","8","0","0"
"19","775","WO_West_Blue","(77.11407944245718, -11.234607925227522)","Blue","[Air_Force]","N","N","Normal","271328.88","297477.22","4404.837","0.0","N","N/A","299085.9","10143.882","10","0","0"
"19","780","WO_West_Blue","(90.58712044119414, -7.189212070926743)","Blue","[Air_Force, Army]","N","N","Normal","0.0","0.0","2689.227","0.0","N","N/A","0.0","7483.6987","32","309","0"
"19","785","WO_West_Blue","(109.89766063743747, -17.031571943681314)","Blue","[Air_Force]","N","N","Normal","262400.9","252461.1","3009.5442","35.71452","Y","Operational","253490.92","6527.6504","8","0","0"
"19","791","WO_West_Blue","(83.0265738609632, -4.545546994565683)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","365772.1","341644.06","3674.3047","0.0","N","N/A","343109.75","7063.6025","12","419","0"
"19","799","WO_West_Blue","(97.06195423215962, -10.446976649605702)","Blue","[Air_Force, Army]","N","N","Normal","0.0","0.0","4217.0947","0.0","N","N/A","0.0","9446.576","16","326","0"
"19","829","WO_West_Blue","(106.89542758406117, -0.846458171423663)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","106738.84","112366.63","3705.9463","0.0","N","N/A","113497.86","9815.82","10","389","0"
"19","843","WO_West_Blue","(104.25668905858072, 1.051555584391508)","Blue","[Air_Force]","N","N","Normal","0.0","0.0","636.04","35.71452","Y","Operational","0.0","1788.6763","15","0","0"
"19","846","WO_West_Blue","(112.76530079425135, -2.5768281434394424)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","230066.39","218198.22","3642.3936","0.0","N","N/A","219352.12","10364.905","11","314","0"
"19","855","WO_West_Blue","(81.43520487810326, -3.8632260506433482)","Blue","[Air_Force, Army]","N","N","Normal","0.0","0.0","3961.7722","0.0","N","N/A","0.0","9335.098","14","483","0"
"19","859","WO_West_Blue","(85.32088261183605, -2.588301787215201)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","827474.94","860417.75","7346.5337","35.71452","Y","Operational","863022.2","22186.281","9","744","0"
"19","886","WO_West_Blue","(54.35630964636337, -24.409210827233125)","Blue","[Air_Force, Army]","N","N","Normal","805640.9","775352.0","5974.028","0.0","N","N/A","777255.2","13123.483","0","0","0"
"19","892","WO_West_Blue","(90.68340754563059, -2.02642871058805)","Blue","[Air_Force]","N","N","Normal","0.0","0.0","739.72296","0.0","N","N/A","0.0","2149.806","12","0","0"
"19","896","WO_West_Blue","(100.08528796839636, -0.17573255599258175)","Blue","[Air_Force, Army]","N","N","Normal","0.0","0.0","739.72296","0.0","N","N/A","0.0","1916.3135","12","335","0"
"19","900","WO_West_Blue","(102.57946175989161, -2.1606142805000843)","Blue","[Air_Force]","N","N","Normal","580939.7","548762.75","5454.845","0.0","N","N/A","550410.7","14241.268","10","0","0"
"19","905","WO_West_Blue","(80.6325624284313, -15.43789747597772)","Blue","[Air_Force]","N","N","Normal","0.0","0.0","663.4242","0.0","N","N/A","0.0","1366.9368","9","0","0"
"19","909","WO_West_Blue","(84.24380256240352, -6.366930985894044)","Blue","[Army, Air_Force]","N","N","Normal","5846356.5","6135661.0","2257110.0","0.0","N","N/A","7547141.0","4737419.5","0","362","0"
"19","914","WO_West_Blue","(75.76523698555965, -15.87131333274479)","Blue","[Air_Force]","N","N","Normal","1098597.8","457642.78","427682.5","35.71452","Y","Operational","0.0","1682638.8","0","0","0"
"19","919","WO_West_Blue","(116.0609055540416, -11.58134540387961)","Blue","[Air_Force, Marine_Corps]","N","N","Normal","4036389.0","4002886.8","2571686.0","0.0","N","N/A","5546016.5","4339223.5","0","80","0"
"19","936","WO_West_Blue","(73.26225722640149, -9.058077040726673)","Blue","[Air_Force]","N","N","Normal","0.0","0.0","697.6673","0.0","N","N/A","0.0","1997.9124","13","0","0"
"19","941","WO_West_Blue","(72.82726402301796, -6.13372094045468)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","9742047.0","9303235.0","904851.56","0.0","N","N/A","1.0166568E7","3239.8657","0","687","0"
"19","943","WO_West_Blue","(84.31194966273961, -14.478054172390102)","Blue","[Air_Force, Army]","N","N","Repair","0.0","0.0","149060.62","0.0","N","N/A","0.0","618374.6","12","316","0"
"19","947","L_Hawaii","(2.4418163800207537, -2.028974931318686)","Blue","[Air_Force, Marine_Corps]","N","N","Normal","0.0","1963440.6","1.0627428E7","21.453484","Y","Operational","7327768.5","2.1219676E7","108","571","1"
"19","972","WO_West_Blue","(97.78508566948477, 1.4631803743131826)","Blue","[Air_Force, Army]","N","N","Normal","3.9951164E7","1.8689672E7","2848545.0","0.0","N","N/A","75296.57","7334175.0","0","561","0"
"19","981","WO_West_Blue","(81.2447159992675, -4.751872639079664)","Blue","[Army, Air_Force]","N","N","Repair","2697984.5","938306.44","909771.3","0.0","N","N/A","118945.23","1980503.5","24","266","0"
"19","986","WO_West_Blue","(59.79307428223123, -1.0756407160143198)","Blue","[Air_Force, Army]","N","N","Normal","2416073.5","2335953.8","263370.62","0.0","N","N/A","0.0","546351.3","0","252","0"
"19","989","WO_West_Blue","(116.88229888368329, 0.9105211195054892)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","0.0","0.0","1154.5577","0.0","N","N/A","0.0","2635.8179","23","420","0"
"19","1001","WO_West_Blue","(107.34804921178733, -13.537120106456044)","Blue","[Army, Air_Force]","N","N","Normal","1.3767426E7","7123930.0","1442684.8","0.0","N","N/A","2911203.2","3114415.0","24","266","0"
"19","1004","WO_West_Blue","(96.05710297506408, -16.903191535027474)","Blue","[Air_Force]","N","N","Normal","59576.316","59622.2","902.8211","0.0","N","N/A","59940.64","2060.5054","12","0","0"
"19","1009","WO_West_Blue","(61.5907568662854, -2.1438229258126)","Blue","[Army, Air_Force]","N","N","Normal","1468971.2","1385574.0","18349.51","35.71452","Y","Damaged","1391323.6","43772.145","15","521","0"
"19","1018","WO_West_Blue","(72.68688814323647, -0.6525208190247156)","Blue","[Air_Force]","N","N","Normal","634628.6","575114.9","4039.0427","0.0","N","N/A","576255.5","8924.375","9","0","0"
"19","1021","WO_West_Blue","(114.85601813346966, -17.824503133585168)","Blue","[Air_Force]","N","N","Normal","86307.03","87592.07","1029.9777","0.0","N","N/A","87934.54","2661.662","12","0","0"
"19","1026","WO_West_Blue","(71.15144587532109, -8.584869687087902)","Blue","[Air_Force, Army]","N","N","Normal","75090.375","68877.97","5728.242","35.71452","Y","Operational","70084.984","20668.06","6","564","0"
"19","1031","WO_West_Blue","(107.72980634232692, -19.625338040865387)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","205293.56","211596.25","4480.8354","0.0","N","N/A","212660.34","13782.929","7","473","0"
"19","1044","WO_West_Blue","(113.96605983320109, -5.916219522664832)","Blue","[Air_Force]","N","N","Normal","361451.94","356838.12","4547.6636","35.71452","Y","Operational","358539.2","11474.393","6","0","0"
"19","1048","WO_West_Blue","(74.50206400317424, -7.551425137362642)","Blue","[Air_Force]","N","N","Normal","580096.1","549897.0","4340.6045","0.0","N","N/A","551260.4","11902.8125","4","0","0"
"19","1054","WO_West_Blue","(98.11763435096447, -15.828709864354394)","Blue","[Army, Air_Force]","N","N","Normal","2069405.0","2081085.2","1039.0021","0.0","N","N/A","2081594.2","2826.294","12","352","0"
"19","1057","WO_West_Blue","(98.85406572381271, 5.609042324862628)","Blue","[Air_Force]","N","N","Normal","23854.021","22257.328","1123.8864","0.0","N","N/A","22660.066","3148.775","6","0","0"
"19","1062","WO_West_Blue","(95.5195870467586, -17.953436212225284)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","544829.06","567771.56","6477.117","0.0","N","N/A","570247.44","16851.385","7","367","0"
"19","1080","WO_West_Blue","(112.86375194573316, 1.4960508241758106)","Blue","[Air_Force, Army]","N","N","Normal","3116751.0","3292913.8","26336.547","35.71452","Y","Operational","3302400.2","64768.89","6","308","0"
"19","1094","WO_West_Blue","(85.14257025622635, -17.089961796016482)","Blue","[Air_Force, Army]","N","N","Normal","231809.78","222149.61","7593.861","0.0","N","N/A","224617.19","16326.623","8","466","0"
"19","1100","WO_West_Blue","(112.50993219263597, -18.425997093178694)","Blue","[Air_Force, Army]","N","N","Normal","472638.94","478355.1","5824.352","0.0","N","N/A","480322.38","12954.221","32","256","0"
"19","1105","WO_West_Blue","(89.73339879517152, -3.00315504807692)","Blue","[Air_Force]","N","N","Normal","498819.88","505338.22","4631.3364","0.0","N","N/A","506794.7","12435.332","14","0","0"
"19","1110","WO_West_Blue","(73.82002155510804, -1.3911376005176237)","Blue","[Air_Force, Army]","N","N","Normal","419711.97","419843.34","4839.403","0.0","N","N/A","421718.3","11072.48","13","300","0"
"19","1115","WO_West_Blue","(109.35623893602735, 5.106359460851635)","Blue","[Army, Air_Force]","N","N","Normal","8964193.0","8650183.0","1215.1798","0.0","N","N/A","8650183.0","5507.9106","23","299","0"
"19","1121","WO_West_Blue","(96.74084933158343, 3.089296445741766)","Blue","[Army, Air_Force]","N","N","Normal","1.455046E7","1.343796E7","104714.28","35.71452","Y","Operational","1.346984E7","237097.42","24","241","0"
"19","1136","WO_West_Blue","(80.53405843685141, 2.690000429258248)","Blue","[Air_Force, Army]","N","N","Normal","0.0","0.0","739.72296","0.0","N","N/A","0.0","2140.9236","0","471","0"
"19","1140","WO_West_Blue","(114.30949280507491, -18.216752735118007)","Blue","[Army, Air_Force]","N","N","Normal","1.3992674E7","1.422567E7","101552.305","0.0","N","N/A","1.4259302E7","276554.06","4","307","0"
"19","1154","L_Hawaii","(3.2048370543889746, -2.317699390453299)","Blue","[Air_Force, Army]","N","N","Normal","0.0","0.0","2486278.2","22.685314","Y","Operational","0.0","7946495.0","63","364","0"
"19","1166","WO_West_Blue","(87.86170089570862, -4.109910389901103)","Blue","[Air_Force, Marine_Corps]","N","N","Normal","1.9777774E7","1.8816046E7","153638.83","0.0","N","N/A","1.8865302E7","382486.25","18","64","0"
"19","1190","WO_West_Blue","(111.04917902220325, -6.010038085847427)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","0.0","0.0","1996.7775","0.0","N","N/A","0.0","5373.206","0","714","0"
