combatMissionId,cuvgId,team,timestampMissionStart,locationStart,startBaseID,locationTarget,timestampMissionEnd,locationEndPlan,locationEndActual,endBaseId,domain,missionProfile,forces,cuvgFunctions,milesPlan,fuelConsumedPlan,milesActual,fuelConsumedActual,winTeam,blueDamaged,redDamaged
"1408","1281","Blue","1634400.0","(-49.599552154541016, 7.2935590744018555)","545","(-55.19457211993347, 5.481960422390117)","1638480.0","(-49.599537841196366, 7.293546085793574)","(-49.599537841196366, 7.293546085793574)","37368","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","808.05115","17956.691","808.05115","17956.691","Blue","0","1"
"1187","5124","Red","1537200.0","(-95.07300567626953, 24.442886352539062)","1812","(3.447377920150757, -3.3037867546081543)","1644600.0","(-95.07300885281558, 24.442886026107217)","(-95.07300885281558, 24.442886026107217)","1812","Air","airToGroundBomb","Air_Force","[AerialBomb]","13610.147","544405.9","13610.147","544405.9","Blue","0","1"
"1399","1303","Blue","1630800.0","(-57.64131546020508, 21.120878219604492)","Unknown","(-83.02991183158345, 12.85848428914835)","1647120.0","(-57.641245103016196, 21.12087850985898)","(-57.641245103016196, 21.12087850985898)","37451","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","3538.5557","78634.57","3538.5557","78634.57","Blue","0","1"
"1391","1307","Blue","1627200.0","(-57.64131546020508, 21.120878219604492)","Unknown","(-100.07861143328043, 26.99302455357143)","1651920.0","(-57.641245103016196, 21.12087850985898)","(-57.641245103016196, 21.12087850985898)","37451","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","5391.495","143773.19","5391.495","143773.19","Blue","0","1"
"1147","5259","Red","1522800.0","(-92.32390817188835, 26.666101476648365)","1415","(81.2447159992675, -4.751872639079664)","1653240.0","(-92.32390817188835, 26.666101476648365)","(-92.32390817188835, 26.666101476648365)","1415","Air","airToGroundAttack","Air_Force","[AerialAttackGround]","21728.744","294243.47","21728.744","294243.47","Red","1","0"
"1147","4967","Red","1522800.0","(-100.29363250732422, 24.261192321777344)","2069","(81.2447159992675, -4.751872639079664)","1653240.0","(-100.29363282680686, 24.26119290865384)","(-100.29363282680686, 24.26119290865384)","2069","Air","airToGroundAttack","Air_Force","[AerialAttackAir]","22170.129","646628.94","22170.129","646628.94","Red","1","0"
"1417","1285","Blue","1638000.0","(-49.599552154541016, 7.2935590744018555)","545","(-73.90775341266328, 8.76157924107143)","1653360.0","(-49.599537841196366, 7.293546085793574)","(-49.599537841196366, 7.293546085793574)","37368","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","3331.882","88850.18","3331.882","88850.18","Blue","0","1"
"1432","1287","Blue","1645200.0","(-49.599552154541016, 7.2935590744018555)","545","(-61.089437851239126, 13.645051161046366)","1653780.0","(-49.599537841196366, 7.293546085793574)","(-49.599537841196366, 7.293546085793574)","37368","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","1790.2587","47740.227","1790.2587","47740.227","Red","1","0"
"1424","1267","Blue","1641600.0","(-73.50836181640625, 26.70024299621582)","Unknown","(-70.74086888429373, 7.84636847527473)","1653900.0","(-73.50827796150072, 26.70024571365431)","(-73.50827796150072, 26.70024571365431)","37284","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","2630.582","70148.84","2630.582","70148.84","Red","1","0"
"1213","5141","Red","1548000.0","(-56.932029724121094, -3.946498394012451)","1899","(58.89103698730469, -39.512664794921875)","1663860.0","(-56.93202953317666, -3.946498325892861)","(-56.93202953317666, -3.946498325892861)","1899","Air","airToGroundBomb","Air_Force","[AerialBomb]","14823.012","988200.9","14823.012","988200.9","Red","1","0"
"1440","1240","Blue","1648800.0","(-46.38993835449219, 5.648351669311523)","Unknown","(-70.29920943595081, 12.681574851003912)","1664580.0","(-46.39003544527659, 5.648420038169037)","(-46.39003544527659, 5.648420038169037)","37203","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","3400.8975","75575.5","3400.8975","75575.5","Red","1","0"
"1080","5126","Red","1490400.0","(-64.42261505126953, 3.4677305221557617)","1826","(108.8651351928711, 4.824481010437012)","1666980.0","(-64.42261561851423, 3.467730511675825)","(-64.42261561851423, 3.467730511675825)","1826","Air","airToGroundBomb","Air_Force","[AerialBomb]","23410.568","1404634.1","23410.568","1404634.1","Blue","0","1"
"1467","1307","Blue","1659600.0","(-57.64131546020508, 21.120878219604492)","Unknown","(-60.3580041642504, 8.23797003777473)","1668240.0","(-57.641245103016196, 21.12087850985898)","(-57.641245103016196, 21.12087850985898)","37451","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","1816.7152","48445.734","1816.7152","48445.734","Blue","0","1"
"1136","2219","Blue","1519200.0","(59.79307556152344, -1.0756406784057617)","986","(-86.23612976074219, 20.892833709716797)","1668420.0","(59.79307428223123, -1.0756407160143198)","(59.79307428223123, -1.0756407160143198)","986","Air","airToGroundBomb","Air_Force","[AerialBomb]","19533.06","1302204.1","19533.06","1302204.1","Blue","0","1"
"1447","1303","Blue","1652400.0","(-57.64131546020508, 21.120878219604492)","Unknown","(-58.05551872863508, 7.752500429258234)","1671840.0","(-57.641245103016196, 21.12087850985898)","(-57.641245103016196, 21.12087850985898)","37451","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","1848.1512","41070.027","1848.1512","41070.027","Red","1","0"
"1113","2091","Blue","1508400.0","(64.85615539550781, 0.4673119783401489)","352","(-104.18700408935547, 20.809127807617188)","1672260.0","(64.85615643312784, 0.4673119848901024)","(64.85615643312784, 0.4673119848901024)","352","Air","airToGroundBomb","Air_Force","[AerialBomb]","21598.596","1727887.6","21598.596","1727887.6","Blue","0","1"
"1505","1307","Blue","1674000.0","(-57.64131546020508, 21.120878219604492)","Unknown","(-60.5466251496087, 16.980520679909915)","1677540.0","(-57.641245103016196, 21.12087850985898)","(-57.641245103016196, 21.12087850985898)","37451","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","686.4951","18306.535","686.4951","18306.535","Red","1","0"
"1347","2025","Blue","1609200.0","(-33.08135986328125, 27.684377670288086)","389","(-100.75147247314453, 23.313215255737305)","1679700.0","(-33.08136168889635, 27.68437714629121)","(-33.08136168889635, 27.68437714629121)","389","Air","airToGroundBomb","Air_Force","[AerialBomb]","8413.054","420652.7","8413.054","420652.7","Blue","0","1"
"1464","1285","Blue","1659600.0","(-49.599552154541016, 7.2935590744018555)","545","(-64.42261561851423, 3.467730511675825)","1680060.0","(-49.599537841196366, 7.293546085793574)","(-49.599537841196366, 7.293546085793574)","37368","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","2106.3208","56168.55","2106.3208","56168.55","Blue","0","1"
"1329","1721","Blue","1647780.0","(57.37617111206055, 2.933143138885498)","476","(73.42809295654297, -9.68286418914795)","1683420.0","(57.37617173193138, 2.9331430288461604)","(57.37617173193138, 2.9331430288461604)","476","Air","airToAirAttack","Marine_Corps","[AerialAttackAir, AerialResupply]","2744.7488","128088.28","2744.7488","128088.28","Red","1","0"
"1310","5265","Red","1667880.0","(-92.32390594482422, 26.666101455688477)","1415","(-91.25778198242188, 22.447479248046875)","1685400.0","(-92.32390817188835, 26.666101476648365)","(-92.32390817188835, 26.666101476648365)","1415","Air","airToAirAttack","Air_Force","[AerialReconAir]","649.6064","20669.293","649.6064","20669.293","Blue","0","1"
"1310","5011","Red","1667880.0","(-98.22259521484375, 14.910510063171387)","2254","(-91.25778198242188, 22.447479248046875)","1685400.0","(-98.22259663807839, 14.91051038804946)","(-98.22259663807839, 14.91051038804946)","2254","Air","airToAirAttack","Air_Force","[AerialAttackAir, AerialAttackWater]","1420.0778","38151.336","1420.0778","38151.336","Blue","0","1"
"1437","1238","Blue","1648800.0","(-46.38993835449219, 5.648351669311523)","Unknown","(-84.01707452348613, 27.925266140109898)","1685940.0","(-46.39003544527659, 5.648420038169037)","(-46.39003544527659, 5.648420038169037)","37203","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","5811.991","129155.35","5811.991","129155.35","Blue","0","1"
"1453","5136","Red","1652400.0","(-86.75797271728516, -5.4815850257873535)","1885","(-106.80029296875, 7.097825050354004)","1686300.0","(-86.75797225994995, -5.481584821428569)","(-86.75797225994995, -5.481584821428569)","1885","Air","airToGroundBomb","Air_Force","[AerialBomb]","3234.9387","280361.34","3234.9387","280361.34","Red","1","0"
"1429","1281","Blue","1645200.0","(-49.599552154541016, 7.2935590744018555)","545","(-101.53600566032496, 0.8509267709714976)","1688760.0","(-49.599537841196366, 7.293546085793574)","(-49.599537841196366, 7.293546085793574)","37368","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","7208.7036","160193.4","7208.7036","160193.4","Red","1","0"
"1406","2087","Blue","1634400.0","(-34.902427673339844, 27.047218322753906)","1350","(-81.61752319335938, 11.337284088134766)","1690740.0","(-34.90242839892869, 27.0472184065934)","(-34.90242839892869, 27.0472184065934)","1350","Air","airToGroundBomb","Air_Force","[AerialBomb]","6403.1143","352171.28","6403.1143","352171.28","Blue","0","1"
"1218","2089","Blue","1551600.0","(58.02204513549805, -4.68796443939209)","1378","(-77.59768676757812, -10.017580032348633)","1692780.0","(58.02204534010002, -4.687964248080135)","(58.02204534010002, -4.687964248080135)","1378","Air","airToGroundBomb","Air_Force","[AerialBomb]","18401.225","920061.25","18401.225","920061.25","Red","1","0"
"1149","5131","Red","1522800.0","(-97.7457275390625, 19.359359741210938)","1864","(81.04683685302734, -3.734344005584717)","1694580.0","(-97.74572595653238, 19.359359159506468)","(-97.74572595653238, 19.359359159506468)","1864","Air","airToGroundBomb","Air_Force","[AerialBomb]","22729.654","1250131.0","22729.654","1250131.0","Blue","0","1"
"1201","2224","Blue","1544400.0","(107.34805297851562, -13.53711986541748)","1001","(-95.58255767822266, 13.306840896606445)","1695540.0","(107.34804921178733, -13.537120106456044)","(107.34804921178733, -13.537120106456044)","1001","Air","airToGroundBomb","Air_Force","[AerialBomb]","21790.787","700418.1","21790.787","700418.1","Blue","0","1"
"1209","2209","Blue","1548000.0","(72.82726287841797, -6.133720874786377)","941","(-69.89923858642578, -7.7371826171875)","1695900.0","(72.82726402301796, -6.13372094045468)","(72.82726402301796, -6.13372094045468)","941","Air","airToGroundBomb","Air_Force","[AerialBomb]","19347.914","1064135.2","19347.914","1064135.2","Blue","0","1"
"1353","2341","Blue","1663080.0","(-16.190073013305664, 33.29222869873047)","481","(60.68138122558594, -5.378681182861328)","1697220.0","(-16.190073327432543, 33.29222827953298)","(-16.190073327432543, 33.29222827953298)","481","Air","airToAirAttack","Air_Force","[AerialAttackAir]","11355.389","236570.64","11355.389","236570.64","Unknown","Unknown","Unknown"
"1529","1285","Blue","1684800.0","(-49.599552154541016, 7.2935590744018555)","545","(-70.29899486708221, 12.681226730467872)","1698420.0","(-49.599537841196366, 7.293546085793574)","(-49.599537841196366, 7.293546085793574)","37368","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","2912.315","77661.73","2912.315","77661.73","Red","1","0"
"417","88","Blue","1209780.0","(-42.840790604424086, -9.857920206395814)","101205","(-42.73280715942383, -8.845552444458008)","1698540.0","(-35.410693696897994, -8.371301915011259)","(-35.410693696897994, -8.371301915011259)","555","Land","groundToGroundIndirect","Army","[RifleCompany, GroundTransport, GroundAttackMissile]","1327.1744","12010.671","1327.1744","12010.671","Blue","0","1"
"417","1799","Blue","1209780.0","(-42.840790604424086, -9.857920206395814)","101205","(-42.73280715942383, -8.845552444458008)","1698540.0","(-35.410693696897994, -8.371301915011259)","(-35.410693696897994, -8.371301915011259)","555","Land","groundToGroundIndirect","Marine_Corps","[RifleCompany, GroundTransport]","1327.1744","331.7936","1327.1744","331.7936","Blue","0","1"
"417","274","Blue","1209780.0","(-42.840790604424086, -9.857920206395814)","101205","(-42.73280715942383, -8.845552444458008)","1698540.0","(-35.410693696897994, -8.371301915011259)","(-35.410693696897994, -8.371301915011259)","555","Land","groundToGroundIndirect","Army","[GroundTransport, GroundUtility, GroundResupply]","1327.1744","284732.03","1327.1744","284732.03","Blue","0","1"
"417","170","Blue","1209780.0","(-42.840790604424086, -9.857920206395814)","101205","(-42.73280715942383, -8.845552444458008)","1698540.0","(-35.410693696897994, -8.371301915011259)","(-35.410693696897994, -8.371301915011259)","555","Land","groundToGroundIndirect","Army","[GroundTransport, GroundEngineer, GroundIntel, GroundAttackMissile, GroundAttack]","1327.1744","39108.59","1327.1744","39108.59","Blue","0","1"
"417","168","Blue","1209780.0","(-42.840790604424086, -9.857920206395814)","101205","(-42.73280715942383, -8.845552444458008)","1698540.0","(-35.410693696897994, -8.371301915011259)","(-35.410693696897994, -8.371301915011259)","555","Land","groundToGroundIndirect","Army","[GroundTransport, GroundEngineer, GroundAttackMissile, GroundAttack]","1327.1744","41816.895","1327.1744","41816.895","Blue","0","1"
"417","69","Blue","1209780.0","(-42.840790604424086, -9.857920206395814)","101205","(-42.73280715942383, -8.845552444458008)","1698540.0","(-35.410693696897994, -8.371301915011259)","(-35.410693696897994, -8.371301915011259)","555","Land","groundToGroundIndirect","Army","[RifleCompany, GroundTransport, GroundAttackMissile]","1327.1744","12004.374","1327.1744","12004.374","Blue","0","1"
"1525","1263","Blue","1684800.0","(-73.50836181640625, 26.70024299621582)","Unknown","(-86.18169904468319, 26.44086967719781)","1702860.0","(-73.50827796150072, 26.70024571365431)","(-73.50827796150072, 26.70024571365431)","37284","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","1566.0704","34801.562","1566.0704","34801.562","Blue","0","1"
"1543","1238","Blue","1692000.0","(-46.38993835449219, 5.648351669311523)","Unknown","(-66.52391220277495, 12.333590154442549)","1705440.0","(-46.39003544527659, 5.648420038169037)","(-46.39003544527659, 5.648420038169037)","37203","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","2897.3223","64384.938","2897.3223","64384.938","Blue","0","1"
"1501","1305","Blue","1674000.0","(-57.64131546020508, 21.120878219604492)","Unknown","(-86.75797225994995, -5.481584821428569)","1709340.0","(-57.641245103016196, 21.12087850985898)","(-57.641245103016196, 21.12087850985898)","37451","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","5393.9736","143839.28","5393.9736","143839.28","Blue","0","1"
"1548","1265","Blue","1695600.0","(-73.50836181640625, 26.70024299621582)","Unknown","(-84.66118372108106, 22.527440333104394)","1713420.0","(-73.50827796150072, 26.70024571365431)","(-73.50827796150072, 26.70024571365431)","37284","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","1514.304","40381.434","1514.304","40381.434","Blue","0","1"
"1540","1261","Blue","1692000.0","(-73.50836181640625, 26.70024299621582)","Unknown","(-82.7304227295965, 8.09375)","1715820.0","(-73.50827796150072, 26.70024571365431)","(-73.50827796150072, 26.70024571365431)","37284","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","2841.305","63140.105","2841.305","63140.105","Blue","0","1"
"1456","2030","Blue","1656000.0","(-61.11067199707031, 36.632381439208984)","313","(-94.74435546636553, 1.0166981456043942)","1716120.0","(-61.110670247832985, 36.63238324175825)","(-61.110670247832985, 36.63238324175825)","313","Air","airToGroundAttack","Air_Force","[AerialAttackAir]","6531.3325","190497.25","6531.3325","190497.25","Blue","0","1"
"1456","1887","Blue","1656000.0","(-33.08135986328125, 27.684377670288086)","389","(-94.74435546636553, 1.0166981456043942)","1716120.0","(-33.08136168889635, 27.68437714629121)","(-33.08136168889635, 27.68437714629121)","389","Air","airToGroundAttack","Air_Force","[AerialAttackGround]","8930.425","120932.87","8930.425","120932.87","Blue","0","1"
"1460","4962","Red","1656000.0","(-54.6504020690918, -11.530241012573242)","2054","(-35.410693696897994, -8.371301915011259)","1716300.0","(-54.65040350117506, -11.530241243131869)","(-54.65040350117506, -11.530241243131869)","2054","Air","airToGroundAttack","Air_Force","[AerialAttackGround]","2654.1436","25214.363","2654.1436","25214.363","Blue","0","1"
"1460","5313","Red","1656000.0","(-92.32390594482422, 26.666101455688477)","1415","(-35.410693696897994, -8.371301915011259)","1716300.0","(-92.32390817188835, 26.666101476648365)","(-92.32390817188835, 26.666101476648365)","1415","Air","airToGroundAttack","Air_Force","[AerialAttackAir]","9028.186","188087.23","9028.186","188087.23","Blue","0","1"
"1489","5294","Red","1666800.0","(-92.32390594482422, 26.666101455688477)","1415","(-33.08136168889635, 27.68437714629121)","1717440.0","(-92.32390817188835, 26.666101476648365)","(-92.32390817188835, 26.666101476648365)","1415","Air","airToGroundAttack","Air_Force","[AerialAttackAir, AerialAttackWater]","7210.3496","204472.56","7210.3496","204472.56","Red","1","0"
"1489","5259","Red","1666800.0","(-92.32390594482422, 26.666101455688477)","1415","(-33.08136168889635, 27.68437714629121)","1717440.0","(-92.32390817188835, 26.666101476648365)","(-92.32390817188835, 26.666101476648365)","1415","Air","airToGroundAttack","Air_Force","[AerialAttackGround]","7210.3496","97640.17","7210.3496","97640.17","Red","1","0"
"1485","1889","Blue","1666800.0","(-34.902427673339844, 27.047218322753906)","1350","(-88.47055719501587, 12.083469265109898)","1720980.0","(-34.90242839892869, 27.0472184065934)","(-34.90242839892869, 27.0472184065934)","1350","Air","airToGroundAttack","Air_Force","[AerialAttackGround]","7218.484","135346.6","7218.484","135346.6","Blue","0","1"
"1485","1556","Blue","1666800.0","(-61.11067199707031, 36.632381439208984)","313","(-88.47055719501587, 12.083469265109898)","1720980.0","(-61.110670247832985, 36.63238324175825)","(-61.110670247832985, 36.63238324175825)","313","Air","airToGroundAttack","Marine_Corps","[AerialAttackAir, AerialResupply]","4799.7427","223988.0","4799.7427","223988.0","Blue","0","1"
"1223","5129","Red","1551600.0","(-101.53600311279297, 0.8509267568588257)","1841","(60.89542007446289, -1.4815890789031982)","1722060.0","(-101.53600566032496, 0.8509267709714976)","(-101.53600566032496, 0.8509267709714976)","1841","Air","airToGroundBomb","Air_Force","[AerialBomb]","22536.203","1464853.2","22536.203","1464853.2","Blue","0","1"
"1028","1935","Blue","1591140.0","(-33.08135986328125, 27.684377670288086)","389","(51.803170018923225, -26.670254550137358)","1723740.0","(-33.08136168889635, 27.68437714629121)","(-33.08136168889635, 27.68437714629121)","389","Air","airToAirAttack","Air_Force","[AerialAttackAir]","13532.434","281925.75","13532.434","281925.75","Blue","0","1"
"1028","2075","Blue","1591140.0","(-16.190073013305664, 33.29222869873047)","481","(51.803170018923225, -26.670254550137358)","1723740.0","(-16.190073327432543, 33.29222827953298)","(-16.190073327432543, 33.29222827953298)","481","Air","airToAirAttack","Air_Force","[AerialReconAir]","12171.553","331951.44","12171.553","331951.44","Blue","0","1"
"1510","2067","Blue","1677600.0","(-33.08135986328125, 27.684377670288086)","389","(-74.34259364484812, -0.2021944835571361)","1725420.0","(-33.08136168889635, 27.68437714629121)","(-33.08136168889635, 27.68437714629121)","389","Air","airToGroundAttack","Air_Force","[AerialAttackGround]","6687.4053","139320.95","6687.4053","139320.95","Blue","0","1"
"1510","2036","Blue","1677600.0","(-30.24069595336914, 39.06021499633789)","803","(-74.34259364484812, -0.2021944835571361)","1725420.0","(-30.240695055930303, 39.06021419986263)","(-30.240695055930303, 39.06021419986263)","803","Air","airToGroundAttack","Air_Force","[AerialAttackAir, AerialAttackWater]","7774.7305","220477.39","7774.7305","220477.39","Blue","0","1"
"1493","2040","Blue","1670400.0","(-30.24069595336914, 39.06021499633789)","803","(-93.95214891524527, 18.289902784024903)","1725840.0","(-30.240695055930303, 39.06021419986263)","(-30.240695055930303, 39.06021419986263)","803","Air","airToGroundAttack","Air_Force","[AerialAttackGround]","8067.143","142855.67","8067.143","142855.67","Red","1","0"
"1493","1920","Blue","1670400.0","(-30.24069595336914, 39.06021499633789)","803","(-93.95214891524527, 18.289902784024903)","1725840.0","(-30.240695055930303, 39.06021419986263)","(-30.240695055930303, 39.06021419986263)","803","Air","airToGroundAttack","Air_Force","[AerialAttackAir, AerialAttackWater]","8067.143","228769.69","8067.143","228769.69","Red","1","0"
"1258","2217","Blue","1569600.0","(81.24471282958984, -4.751872539520264)","981","(-70.14740753173828, 7.02996301651001)","1728420.0","(81.2447159992675, -4.751872639079664)","(81.2447159992675, -4.751872639079664)","981","Air","airToGroundBomb","Air_Force","[AerialBomb]","20891.52","1671321.5","20891.52","1671321.5","Blue","0","1"
"1585","1238","Blue","1710000.0","(-46.38993835449219, 5.648351669311523)","Unknown","(-51.52265181487303, -8.834531679258234)","1730640.0","(-46.39003544527659, 5.648420038169037)","(-46.39003544527659, 5.648420038169037)","37203","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","2122.5935","47168.742","2122.5935","47168.742","Red","1","0"
"1415","2027","Blue","1638000.0","(2.4418163299560547, -2.028975009918213)","947","(-81.35118103027344, -2.6420910358428955)","1731060.0","(2.4418163800207537, -2.028974931318686)","(2.4418163800207537, -2.028974931318686)","947","Air","airToGroundBomb","Air_Force","[AerialBomb]","11590.375","927230.0","11590.375","927230.0","Blue","0","1"
"1476","1998","Blue","1663200.0","(-11.197175025939941, 32.808937072753906)","1366","(-100.29363282680686, 24.26119290865384)","1732260.0","(-11.197175491774516, 32.808937156593416)","(-11.197175491774516, 32.808937156593416)","1366","Air","airToGroundAttack","Air_Force","[AerialAttackGround]","10561.188","132014.89","10561.188","132014.89","Blue","0","1"
"1476","2343","Blue","1663200.0","(-11.197175025939941, 32.808937072753906)","1366","(-100.29363282680686, 24.26119290865384)","1732260.0","(-11.197175491774516, 32.808937156593416)","(-11.197175491774516, 32.808937156593416)","1366","Air","airToGroundAttack","Air_Force","[AerialAttackAir]","10561.188","220024.81","10561.188","220024.81","Blue","0","1"
"1328","5139","Red","1598400.0","(-57.3938102722168, -13.468717575073242)","1892","(73.42809295654297, -9.68286418914795)","1732620.0","(-57.39381209177756, -13.468717805631869)","(-57.39381209177756, -13.468717805631869)","1892","Air","airToGroundBomb","Air_Force","[AerialBomb]","17424.078","1393926.2","17424.078","1393926.2","Red","1","0"
"1242","2202","Blue","1562400.0","(75.7652359008789, -15.871313095092773)","914","(-87.16878509521484, 19.83138084411621)","1732980.0","(75.76523698555965, -15.87131333274479)","(75.76523698555965, -15.87131333274479)","914","Air","airToGroundBomb","Air_Force","[AerialBomb]","22564.785","902591.4","22564.785","902591.4","Blue","0","1"
"1498","5141","Red","1670400.0","(-56.932029724121094, -3.946498394012451)","1899","(-108.3686752319336, 9.641290664672852)","1733580.0","(-56.93202953317666, -3.946498325892861)","(-56.93202953317666, -3.946498325892861)","1899","Air","airToGroundBomb","Air_Force","[AerialBomb]","7367.989","491199.28","7367.989","491199.28","Red","1","0"
"1269","2204","Blue","1573200.0","(116.06090545654297, -11.581345558166504)","919","(-47.46984100341797, -7.944151878356934)","1735260.0","(116.0609055540416, -11.58134540387961)","(116.0609055540416, -11.58134540387961)","919","Air","airToGroundBomb","Air_Force","[AerialBomb]","21344.52","1280671.1","21344.52","1280671.1","Red","1","0"
"1588","1263","Blue","1710000.0","(-73.50836181640625, 26.70024299621582)","Unknown","(-47.73515710841167, -4.8173828125)","1735440.0","(-73.50827796150072, 26.70024571365431)","(-73.50827796150072, 26.70024571365431)","37284","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","5553.804","123417.87","5553.804","123417.87","Blue","0","1"
"1612","1265","Blue","1720800.0","(-73.50836181640625, 26.70024299621582)","Unknown","(-100.07861143328043, 26.99302455357143)","1735920.0","(-73.50827796150072, 26.70024571365431)","(-73.50827796150072, 26.70024571365431)","37284","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","3270.2058","87205.48","3270.2058","87205.48","Blue","0","1"
"1566","4826","Red","1708860.0","(-53.52790069580078, 2.897482395172119)","1541","(-92.32390817188835, 26.666101476648365)","1738140.0","(-53.52790147913868, 2.8974824004120876)","(-53.52790147913868, 2.8974824004120876)","1541","Air","airToAirAttack","Air_Force","[AerialAttackAir]","6092.475","190389.89","6092.475","190389.89","Blue","0","1"
"1566","5296","Red","1708860.0","(-92.32390594482422, 26.666101455688477)","1415","(-92.32390817188835, 26.666101476648365)","1738140.0","(-92.32390817188835, 26.666101476648365)","(-92.32390817188835, 26.666101476648365)","1415","Air","airToAirAttack","Air_Force","[AerialReconAir]","0.0","0.0","0.0","0.0","Blue","0","1"
"940","2393","Red","1434600.0","(-77.33105872978398, 14.08812833852958)","Unknown","(-77.08646596278652, 28.031749651748186)","1740300.0","(-76.99563598632812, 19.04128646850586)","(-76.99563598632812, 19.04128646850586)","N/A","Water","seaToGroundAttack","Navy","[MarineAttackSmall]","1836.6298","239560.4","1836.6298","239560.4","Red","1","0"
"940","4104","Red","1434600.0","(-63.26054995636268, 10.131925549291623)","Unknown","(-77.08646596278652, 28.031749651748186)","1740300.0","(-80.50652313232422, 16.210222244262695)","(-80.50652313232422, 16.210222244262695)","N/A","Water","seaToGroundAttack","Navy","[MarineAttackLarge]","2451.7651","1541640.1","2451.7651","1541640.1","Red","1","0"
"940","4032","Red","1434600.0","(-92.32390594482422, 26.666101455688477)","1415","(-77.08646596278652, 28.031749651748186)","1740300.0","(-92.32390817188835, 26.666101476648365)","(-92.32390817188835, 26.666101476648365)","1415","Air","seaToGroundAttack","Navy","[AerialReconMarine]","1878.5054","11379.408","1878.5054","11379.408","Red","1","0"
"940","2428","Red","1434600.0","(-73.11212838641454, 19.71425661448207)","Unknown","(-77.08646596278652, 28.031749651748186)","1740300.0","(-79.1371078491211, 18.539249420166016)","(-79.1371078491211, 18.539249420166016)","N/A","Water","seaToGroundAttack","Navy","[MarineAttackSmall]","1502.5615","195986.28","1502.5615","195986.28","Red","1","0"
"1527","2025","Blue","1684800.0","(-33.08135986328125, 27.684377670288086)","389","(-69.19153594970703, -1.971751093864441)","1741020.0","(-33.08136168889635, 27.68437714629121)","(-33.08136168889635, 27.68437714629121)","389","Air","airToGroundBomb","Air_Force","[AerialBomb]","6382.669","319133.44","6382.669","319133.44","Blue","0","1"
"1603","4918","Red","1726680.0","(-97.7457275390625, 19.359359741210938)","1864","(-97.74572595653238, 19.359359159506468)","1742220.0","(-97.74572595653238, 19.359359159506468)","(-97.74572595653238, 19.359359159506468)","1864","Air","airToAirAttack","Air_Force","[AerialReconAir]","0.0","0.0","0.0","0.0","Red","1","0"
"1603","4848","Red","1726680.0","(-86.98739624023438, 24.34902000427246)","1628","(-97.74572595653238, 19.359359159506468)","1742220.0","(-86.98739350926321, 24.349019144917577)","(-86.98739350926321, 24.349019144917577)","1628","Air","airToAirAttack","Air_Force","[AerialAttackAir]","1541.6516","44964.848","1541.6516","44964.848","Red","1","0"
"1565","1242","Blue","1702800.0","(-46.38993835449219, 5.648351669311523)","Unknown","(-92.32390817188835, 26.666101476648365)","1744020.0","(-46.39003544527659, 5.648420038169037)","(-46.39003544527659, 5.648420038169037)","37203","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","6701.631","178710.14","6701.631","178710.14","Blue","0","1"
"1550","2087","Blue","1695600.0","(-34.902427673339844, 27.047218322753906)","1350","(-55.95551681518555, -7.1193718910217285)","1745220.0","(-34.90242839892869, 27.0472184065934)","(-34.90242839892869, 27.0472184065934)","1350","Air","airToGroundBomb","Air_Force","[AerialBomb]","5463.022","300466.22","5463.022","300466.22","Blue","0","1"
