cuvgID,name,team,forces,cuvgFunctions,vehicleCount
"1231","blue_5_cocom.4_Army_Pacific.4_I_Corps.4_25th_Infantry_Division.4_25th_Combat_Aviation_Brigade.4_3rd_Battalion,_25th_Aviation_Regiment_Land","Blue","Army","[GroundTransport, GroundUtility, GroundResupply]","68"
"1236","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_1.1_Carrier_Air_Wing_17.1_Strike_Fighter_Squadron_113_(VFA-113):10_F/A-18C_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","10"
"1238","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_1.1_Carrier_Air_Wing_17.1_Strike_Fighter_Squadron_81_(VFA-81):10_F/A-18E_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","10"
"1240","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_1.1_Carrier_Air_Wing_17.1_Strike_Fighter_Squadron_25_(VFA-25):10F/A-18C_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","10"
"1242","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_1.1_Carrier_Air_Wing_17.1_Strike_Fighter_Squadron_22_(VFA-22):12_F/A-18F_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","12"
"1244","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_1.1_Carrier_Air_Wing_17.1_Carrier_Airborne_Early_Warning_Squadron_125_(VAW-125):4_E-2C_Air","Blue","Navy","[AerialReconAir]","4"
"1246","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_1.1_Carrier_Air_Wing_17.1_Helicopter_Maritime_Strike_Squadron_73:11_MH-60R_Air","Blue","Navy","[AerialAttackMarineRotary]","11"
"1248","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_1.1_Carrier_Air_Wing_17.1_Helicopter_Maritime_Strike_Squadron_78:11_MH-60R_Air","Blue","Navy","[AerialAttackMarineRotary]","15"
"1250","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_1.1_Carrier_Air_Wing_17.1_Helicopter_Anti-Submarine_Squadron_15_(HS-15):7_HH-60F/SH-60F_Air","Blue","Navy","[AerialAttackGroundRotary]","7"
"1253","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_1.1_Carrier_Air_Wing_17.1_Fleet_Logistics_Support_Squadron_30_(VRC-40),_Det.4:2_C-2A_Air","Blue","Navy","[AerialTransport]","2"
"1255","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_1.1_Carrier_Air_Wing_17.1_Carrier_Air_Wing_17_CVN_Water","Blue","Navy","[MarineCarrier]","1"
"1258","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_3.1_CARSTRKGRU_3_Warships_Water","Blue","Navy","[MarineAttackLarge]","8"
"1261","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_3.1_Carrier_Air_Wing_9.1_Fighter_Squadron_192_(VFA-192):10_F-18C_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","10"
"1263","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_3.1_Carrier_Air_Wing_9.1_Fighter_Squadron_97_(VFA-97):10_F-18C_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","10"
"1265","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_3.1_Carrier_Air_Wing_9.1_Strike_Fighter_Squadron_41_(VFA-41):12_F-18E_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","12"
"1267","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_3.1_Carrier_Air_Wing_9.1_Strike_Fighter_Squadron_14_(VFA-14):_12_F-18E_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","12"
"1269","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_3.1_Carrier_Air_Wing_9.1_Carrier_Airborne_Early_Warning_112_(VAW-112):4_E-2C_Air","Blue","Navy","[AerialReconAir]","4"
"1271","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_3.1_Carrier_Air_Wing_9.1_Fleet_Logistic_Support_Squadron_30_(VRC-30):_2_C-2A_Air","Blue","Navy","[AerialTransport]","2"
"1273","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_3.1_Carrier_Air_Wing_9.1_Helicopter_Maritime_Strike_Squadron_71_(HSM-71):11_MH-60R_Air","Blue","Navy","[AerialAttackMarineRotary, AerialReconAir]","13"
"1275","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_3.1_Carrier_Air_Wing_9.1_Carrier_Air_Wing_9_CVN_Water","Blue","Navy","[MarineCarrier]","1"
"1278","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_9.1_CARSTRKGRU_9_Warships_Water","Blue","Navy","[MarineAttackLarge]","5"
"1281","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_9.1_Carrier_Air_Wing_2.1_Strike_Fighter_Squadron_151_(VFA-151):10_F-18C_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","10"
"1283","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_9.1_Carrier_Air_Wing_2.1_Strike_Squadron_137_(VFA-137):12_F-18E_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","12"
"1285","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_9.1_Carrier_Air_Wing_2.1_Strike_Fighter_Squadron_34_(VFA-34):_12_F-18C_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","12"
"1287","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_9.1_Carrier_Air_Wing_2.1_Strike_Fighter_Squadron_2:_12_F-18F_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","12"
"1289","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_9.1_Carrier_Air_Wing_2.1_Carrier_Airborne_Early_Warning_Squadron_113_(VAW-116):_4_E-2C_Air","Blue","Navy","[AerialReconAir]","4"
"1291","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_9.1_Carrier_Air_Wing_2.1_Helicopter_Sea_Combat_Squadron_12_(HSC-12):8_MH-60S_Air","Blue","Navy","[AerialAttackGroundRotary]","8"
"1293","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_9.1_Carrier_Air_Wing_2.1_Fleet_Logistics_Support_Squadron_30_(VRC-30):2_C-2A_Air","Blue","Navy","[AerialTransport]","2"
"1295","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_9.1_Carrier_Air_Wing_2.1_Helicopter_Strike_Maritime_Squadron_77:_8_SH-60B_Air","Blue","Navy","[AerialAttackGroundRotary]","8"
"1297","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_9.1_Carrier_Air_Wing_2.1_Carrier_Air_Wing_2_CVN_Water","Blue","Navy","[MarineCarrier]","1"
"1300","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_11.1_Destroyer_Squadron_23_Water","Blue","Navy","[MarineAttackLarge]","7"
"1303","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_11.1_Carrier_Air_Wing_11.1_Marine_Fighter_Attack_Squadron_323:10_F-18C_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","10"
"1305","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_11.1_Carrier_Air_Wing_11.1_Strike_Fighter_Squadron_154:12_F-18F_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","12"
"1307","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_11.1_Carrier_Air_Wing_11.1_Strike_Fighter_Squadron_147:12_F-18E_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","12"
"1309","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_11.1_Carrier_Air_Wing_11.1_Strike_Fighter_Squadron_146:10_F-18C_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","10"
"1311","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_11.1_Carrier_Air_Wing_11.1_Carrier_Airborne_Early_Warning_Squadron_117:4_E-2C_Air","Blue","Navy","[AerialReconAir]","4"
"1313","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_11.1_Carrier_Air_Wing_11.1_Helicopter_Sea_Combat_Squadron_6:_6_MH-60S_Air","Blue","Navy","[AerialAttackGroundRotary]","6"
"1315","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_11.1_Carrier_Air_Wing_11.1_Helicopter_Maritime_Strike_Squadron_75:11_MH-60R_Air","Blue","Navy","[AerialAttackMarineRotary, AerialReconAir]","12"
"1317","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_11.1_Carrier_Air_Wing_11.1_Carrier_Air_Wing_11_CVN_Water","Blue","Navy","[MarineCarrier]","1"
"1321","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_15.1_Expeditionary_Strike_Group_3.1_Amphibious_Squadron_1_Water","Blue","Navy","[MarineTransportMed, MarineLandingMed]","3"
"1323","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_15.1_Expeditionary_Strike_Group_3.1_Amphibious_Squadron_3_Water","Blue","Navy","[MarineTransportMed, MarineLandingMed]","3"
"1325","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_15.1_Expeditionary_Strike_Group_3.1_Amphibious_Squadron_5_Water","Blue","Navy","[MarineTransportMed, MarineLandingMed]","3"
"1327","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_15.1_Expeditionary_Strike_Group_3.1_Amphibious_Squadron_7_Water","Blue","Navy","[MarineTransportMed, MarineLandingMed]","3"
"1331","blue_1_cocom.1_Pacific_Fleet.1_Third_Fleet.1_Carrier_Strike_Group_15.1_Expeditionary_Strike_Group_3.1_Naval_Beach_Group_1.1_Amphibious_Construction_Battalion_1.1_Assault_Craft_Unit_1_Water","Blue","Navy","[MarineLandingSmall]","1"
"1336","blue_1_cocom.1_Military_Sealift_Command.1_Military_Sealift_Command_Far_East.1_Maritime_Prepositioning_Squadron_2.1_T-AG_Unit_Water","Blue","Navy","[MarineResupplyGround]","2"
"1338","blue_1_cocom.1_Military_Sealift_Command.1_Military_Sealift_Command_Far_East.1_Maritime_Prepositioning_Squadron_2.1_T-AKE_Unit_Water","Blue","Navy","[MarineTransportLarge]","1"
"1340","blue_1_cocom.1_Military_Sealift_Command.1_Military_Sealift_Command_Far_East.1_Maritime_Prepositioning_Squadron_2.1_T-AKR_Unit_Water","Blue","Navy","[MarineTransportLarge]","1"
"1342","blue_1_cocom.1_Military_Sealift_Command.1_Military_Sealift_Command_Far_East.1_Maritime_Prepositioning_Squadron_2.1_T-AOT_Unit_Water","Blue","Navy","[MarineResupplyPort]","1"
"1344","blue_1_cocom.1_Military_Sealift_Command.1_Military_Sealift_Command_Far_East.1_Maritime_Prepositioning_Squadron_2.1_T-AO_Unit_Water","Blue","Navy","[MarineResupplyMarine]","1"
"1346","blue_1_cocom.1_Military_Sealift_Command.1_Military_Sealift_Command_Far_East.1_Maritime_Prepositioning_Squadron_2.1_T-EPF_Unit_Water","Blue","Navy","[MarineLandingMed]","1"
"1349","blue_1_cocom.1_Military_Sealift_Command.1_Military_Sealift_Command_Far_East.1_Maritime_Prepositioning_Squadron_3.2_T-AG_Unit_Water","Blue","Navy","[MarineResupplyGround]","2"
"1351","blue_1_cocom.1_Military_Sealift_Command.1_Military_Sealift_Command_Far_East.1_Maritime_Prepositioning_Squadron_3.2_T-AKE_Unit_Water","Blue","Navy","[MarineTransportLarge]","1"
"1353","blue_1_cocom.1_Military_Sealift_Command.1_Military_Sealift_Command_Far_East.1_Maritime_Prepositioning_Squadron_3.2_T-AKR_Unit_Water","Blue","Navy","[MarineTransportLarge]","1"
"1355","blue_1_cocom.1_Military_Sealift_Command.1_Military_Sealift_Command_Far_East.1_Maritime_Prepositioning_Squadron_3.2_T-AOT_Unit_Water","Blue","Navy","[MarineResupplyPort]","1"
"1357","blue_1_cocom.1_Military_Sealift_Command.1_Military_Sealift_Command_Far_East.1_Maritime_Prepositioning_Squadron_3.2_T-AO_Unit_Water","Blue","Navy","[MarineResupplyMarine]","1"
"1359","blue_1_cocom.1_Military_Sealift_Command.1_Military_Sealift_Command_Far_East.1_Maritime_Prepositioning_Squadron_3.2_T-EPF_Unit_Water","Blue","Navy","[MarineLandingMed]","1"
"1363","blue_1_cocom.1_Military_Sealift_Command.1_Military_Sealift_Command_Other.1_Maritime_Prepositioning_Squadron_4.3_T-AKE_Unit_Water","Blue","Navy","[MarineTransportLarge]","1"
"1365","blue_1_cocom.1_Military_Sealift_Command.1_Military_Sealift_Command_Other.1_Maritime_Prepositioning_Squadron_4.3_T-AKR_Unit_Water","Blue","Navy","[MarineTransportLarge]","1"
"1367","blue_1_cocom.1_Military_Sealift_Command.1_Military_Sealift_Command_Other.1_Maritime_Prepositioning_Squadron_4.3_T-AO_Unit_Water","Blue","Navy","[MarineResupplyMarine]","1"
"1369","blue_1_cocom.1_Military_Sealift_Command.1_Military_Sealift_Command_Other.1_Maritime_Prepositioning_Squadron_4.3_T-EPF_Unit_Water","Blue","Navy","[MarineLandingMed]","1"
"1373","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_1.3_Destroyer_Squadron_1_Water","Blue","Navy","[MarineAttackLarge]","4"
"1376","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_1.3_Carrier_Air_Wing_17.3_Strike_Fighter_Squadron_113_(VFA-113):10_F/A-18C_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","10"
"1378","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_1.3_Carrier_Air_Wing_17.3_Strike_Fighter_Squadron_81_(VFA-81):10_F/A-18E_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","10"
"1380","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_1.3_Carrier_Air_Wing_17.3_Strike_Fighter_Squadron_25_(VFA-25):10F/A-18C_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","10"
"1382","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_1.3_Carrier_Air_Wing_17.3_Strike_Fighter_Squadron_22_(VFA-22):12_F/A-18F_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","12"
"1384","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_1.3_Carrier_Air_Wing_17.3_Carrier_Airborne_Early_Warning_Squadron_125_(VAW-125):4_E-2C_Air","Blue","Navy","[AerialReconAir]","4"
"1386","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_1.3_Carrier_Air_Wing_17.3_Helicopter_Maritime_Strike_Squadron_73:11_MH-60R_Air","Blue","Navy","[AerialAttackMarineRotary]","11"
"1388","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_1.3_Carrier_Air_Wing_17.3_Helicopter_Maritime_Strike_Squadron_78:11_MH-60R_Air","Blue","Navy","[AerialAttackMarineRotary]","15"
"1390","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_1.3_Carrier_Air_Wing_17.3_Helicopter_Anti-Submarine_Squadron_15_(HS-15):7_HH-60F/SH-60F_Air","Blue","Navy","[AerialAttackGroundRotary]","7"
"1392","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_1.3_Carrier_Air_Wing_17.3_Fleet_Logistics_Support_Squadron_30_(VRC-40),_Det.4:2_C-2A_Air","Blue","Navy","[AerialTransport]","2"
"1394","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_1.3_Carrier_Air_Wing_17.3_Carrier_Air_Wing_17_CVN_Water","Blue","Navy","[MarineCarrier]","1"
"1397","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_3.3_CARSTRKGRU_3_Warships_Water","Blue","Navy","[MarineAttackLarge]","8"
"1400","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_3.3_Carrier_Air_Wing_9.3_Fighter_Squadron_192_(VFA-192):10_F-18C_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","10"
"1402","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_3.3_Carrier_Air_Wing_9.3_Fighter_Squadron_97_(VFA-97):10_F-18C_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","10"
"1404","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_3.3_Carrier_Air_Wing_9.3_Strike_Fighter_Squadron_41_(VFA-41):12_F-18E_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","12"
"1406","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_3.3_Carrier_Air_Wing_9.3_Strike_Fighter_Squadron_14_(VFA-14):_12_F-18E_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","12"
"1408","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_3.3_Carrier_Air_Wing_9.3_Carrier_Airborne_Early_Warning_112_(VAW-112):4_E-2C_Air","Blue","Navy","[AerialReconAir]","4"
"1410","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_3.3_Carrier_Air_Wing_9.3_Fleet_Logistic_Support_Squadron_30_(VRC-30):_2_C-2A_Air","Blue","Navy","[AerialTransport]","2"
"1412","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_3.3_Carrier_Air_Wing_9.3_Helicopter_Maritime_Strike_Squadron_71_(HSM-71):11_MH-60R_Air","Blue","Navy","[AerialAttackMarineRotary, AerialReconAir]","13"
"1414","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_3.3_Carrier_Air_Wing_9.3_Carrier_Air_Wing_9_CVN_Water","Blue","Navy","[MarineCarrier]","1"
"1417","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_9.3_CARSTRKGRU_9_Warships_Water","Blue","Navy","[MarineAttackLarge]","5"
"1420","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_9.3_Carrier_Air_Wing_2.3_Strike_Fighter_Squadron_151_(VFA-151):10_F-18C_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","10"
"1422","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_9.3_Carrier_Air_Wing_2.3_Strike_Squadron_137_(VFA-137):12_F-18E_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","12"
"1424","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_9.3_Carrier_Air_Wing_2.3_Strike_Fighter_Squadron_34_(VFA-34):_12_F-18C_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","12"
"1426","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_9.3_Carrier_Air_Wing_2.3_Strike_Fighter_Squadron_2:_12_F-18F_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","12"
"1428","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_9.3_Carrier_Air_Wing_2.3_Carrier_Airborne_Early_Warning_Squadron_113_(VAW-116):_4_E-2C_Air","Blue","Navy","[AerialReconAir]","4"
"1430","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_9.3_Carrier_Air_Wing_2.5_Helicopter_Sea_Combat_Squadron_12_(HSC-12):8_MH-60S_Air","Blue","Navy","[AerialAttackGroundRotary]","8"
"1432","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_9.3_Carrier_Air_Wing_2.3_Fleet_Logistics_Support_Squadron_30_(VRC-30):2_C-2A_Air","Blue","Navy","[AerialTransport]","2"
"1434","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_9.3_Carrier_Air_Wing_2.3_Helicopter_Strike_Maritime_Squadron_77:_8_SH-60B_Air","Blue","Navy","[AerialAttackGroundRotary]","8"
"1436","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_9.3_Carrier_Air_Wing_2.3_Carrier_Air_Wing_2_CVN_Water","Blue","Navy","[MarineCarrier]","1"
"1439","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_11.3_Destroyer_Squadron_23_Water","Blue","Navy","[MarineAttackLarge]","7"
"1442","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_11.3_Carrier_Air_Wing_11.3_Marine_Fighter_Attack_Squadron_323:10_F-18C_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","10"
"1444","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_11.3_Carrier_Air_Wing_11.3_Strike_Fighter_Squadron_154:12_F-18F_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","12"
"1446","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_11.3_Carrier_Air_Wing_11.3_Strike_Fighter_Squadron_147:12_F-18E_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","12"
"1448","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_11.3_Carrier_Air_Wing_11.3_Strike_Fighter_Squadron_146:10_F-18C_Air","Blue","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","10"
"1450","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_11.3_Carrier_Air_Wing_11.3_Carrier_Airborne_Early_Warning_Squadron_117:4_E-2C_Air","Blue","Navy","[AerialReconAir]","4"
"1452","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_11.3_Carrier_Air_Wing_11.3_Helicopter_Sea_Combat_Squadron_6:_6_MH-60S_Air","Blue","Navy","[AerialAttackGroundRotary]","6"
"1454","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_11.3_Carrier_Air_Wing_11.3_Helicopter_Maritime_Strike_Squadron_75:11_MH-60R_Air","Blue","Navy","[AerialAttackMarineRotary, AerialReconAir]","12"
"1456","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_11.3_Carrier_Air_Wing_11.3_Carrier_Air_Wing_11_CVN_Water","Blue","Navy","[MarineCarrier]","1"
"1460","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_15.3_Expeditionary_Strike_Group_3.3_Amphibious_Squadron_1_Water","Blue","Navy","[MarineTransportMed, MarineLandingMed]","3"
"1462","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_15.3_Expeditionary_Strike_Group_3.3_Amphibious_Squadron_3_Water","Blue","Navy","[MarineTransportMed, MarineLandingMed]","3"
"1464","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_15.3_Expeditionary_Strike_Group_3.3_Amphibious_Squadron_5_Water","Blue","Navy","[MarineTransportMed, MarineLandingMed]","5"
"1466","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_15.3_Expeditionary_Strike_Group_3.3_Amphibious_Squadron_7_Water","Blue","Navy","[MarineTransportMed, MarineLandingMed]","3"
"1470","blue_3_cocom.3_Pacific_Fleet.3_Third_Fleet.3_Carrier_Strike_Group_15.3_Expeditionary_Strike_Group_3.3_Naval_Beach_Group_1.3_Amphibious_Construction_Battalion_1.3_Assault_Craft_Unit_1_Water","Blue","Navy","[MarineLandingSmall]","1"
"1475","blue_3_cocom.3_Pacific_Fleet.3_Seventh_Fleet.3_Carrier_Strike_Group_5.3_Carrier_Air_Wing_5.6_Helicopter_Sea_Combat_Squadron_12_(HSC-12):8_MH-60S_Air","Blue","Navy","[AerialAttackGroundRotary]","8"
"1477","blue_3_cocom.3_Pacific_Fleet.3_Seventh_Fleet.3_Carrier_Strike_Group_5.3_Carrier_Air_Wing_5.3_Carrier_Air_Wing_5_CVN_Water","Blue","Navy","[MarineCarrier]","1"
"1480","blue_3_cocom.3_Pacific_Fleet.3_Seventh_Fleet.3_Patrol_and_Reconnaissance_Wing_1.3_Detachment_Atsugi_Air","Blue","Navy","[AerialReconMarine]","3"
"1482","blue_3_cocom.3_Pacific_Fleet.3_Seventh_Fleet.3_Patrol_and_Reconnaissance_Wing_1.3_Detachment_Misawa_Air","Blue","Navy","[AerialReconMarine]","3"
"1484","blue_3_cocom.3_Pacific_Fleet.3_Seventh_Fleet.3_CTF-72_Patrol_and_Reconnaissance_Force_Air","Blue","Navy","[AerialReconMarine]","3"
"1488","blue_3_cocom.3_Pacific_Fleet.3_Patrol_and_Reconnaissance_Group_Pacific.3_Patrol_and_Reconnaissance_Wing_10.3_VP-1_Air","Blue","Navy","[AerialReconMarine]","3"
"1490","blue_3_cocom.3_Pacific_Fleet.3_Patrol_and_Reconnaissance_Group_Pacific.3_Patrol_and_Reconnaissance_Wing_10.3_VP-40_Air","Blue","Navy","[AerialReconMarine]","3"
"1492","blue_3_cocom.3_Pacific_Fleet.3_Patrol_and_Reconnaissance_Group_Pacific.3_Patrol_and_Reconnaissance_Wing_10.3_VP-46_Air","Blue","Navy","[AerialReconMarine]","3"
"1494","blue_3_cocom.3_Pacific_Fleet.3_Patrol_and_Reconnaissance_Group_Pacific.3_Patrol_and_Reconnaissance_Wing_10.3_VQ-1_Air","Blue","Navy","[AerialReconMarine]","3"
